borrower_id,gender,age,education_level,immigration_status,marital_status,dependents,industry_sector,employment_status,annual_income,income_decile,years_with_current_employer,total_years_employment,income_type,assets,total_liabilities,net_worth,liquid_assets,number_of_open_loans,total_value_of_open_loans,delinquencies_past_12mo,credit_score,credit_utilization,property_value,mortgage_amount,loan_to_value,monthly_payment,interest_rate,term_years,mortgage_start_year,risk_category,cluster_id,after_stress_risk_category
B02370,Female,29,University certificate or diploma above a bachelor's degree,Canadian-born,Married,0,Manual Labor,Employed,66478.61,8,2,14,Salaried,247000,159678.6,87321.4,30521.08,1,169481.87,0,604,26.24,963036,863686,89.68,2364.67,4.05,25,2023,,,
B02371,Female,25,Bachelor's degree,Canadian-born,Married,2,Finance,Employed,117654.22,10,5,8,Salaried,294000,71561.19,222438.81,74184.51,0,0,0,609,37.46,820318,529294,64.52,1580.29,5.16,25,2018,,,
B02372,Female,25,High school diploma or equivalent,Canadian-born,Married,3,Construction,Self-employed,13182.81,1,6,7,Salaried,138000,75753.42,62246.58,18373.26,1,85895.72,2,686,42.18,1167984,787759,67.45,1877.89,3.91,15,2024,,,
B02373,Female,31,Bachelor's degree,Canadian-born,Married,3,Finance,Employed,131727.17,10,3,9,Salaried,266000,162858.26,103141.74,93905.02,4,165858.53,0,650,18.26,713570,496085,69.52,1179.6,4.33,30,2018,,,
B02374,Male,33,High school diploma or equivalent,Canadian-born,Married,2,Logistics,Employed,140615.24,10,2,10,Contract,304000,238087.29,65912.71,48451.94,5,248063.52,0,684,25.84,985580,819639,83.16,1885.21,4.92,25,2020,,,
B02375,Female,25,University certificate or diploma above a bachelor's degree,Canadian-born,Married,0,Manual Labor,Employed,89448.86,9,6,24,Salaried,293000,81640.95,211359.05,62759.03,1,83338.58,0,667,31,997267,820380,82.26,1551.24,4.3,25,2023,,,
B02376,Male,26,High school diploma or equivalent,Long-term immigrant,Divorced,3,Manual Labor,Employed,70194.43,8,1,9,Salaried,284000,105150.15,178849.85,85941.8,2,102629.93,0,734,20.17,894334,575539,64.35,1798.22,5.07,15,2024,,,
B02377,Male,30,Master's degree,Canadian-born,Single,2,Construction,Self-employed,60850.07,8,7,17,Contract,262000,179114.5,82885.5,125550.35,4,183302.72,0,622,11.19,581293,381087,65.56,732.45,5.19,25,2019,,,
B02378,Female,30,College or CEGEP certificate or diploma,Canadian-born,Divorced,1,Tech,Employed,155619.87,10,7,19,Contract,298000,165994.67,132005.33,141925.57,0,0,0,703,22.78,874048,819424,93.75,1300.03,3.96,25,2013,,,
B02379,Male,26,High school diploma or equivalent,Canadian-born,Single,0,Logistics,Student,128068.86,10,3,10,Salaried,276000,106673.63,169326.37,81210.57,2,112989.64,2,647,27.59,793140,654048,82.46,960.89,5.14,25,2021,,,
B02380,Female,33,Master's degree,Canadian-born,Single,0,Retail,Employed,68385.37,7,1,14,Salaried,231000,141092.48,89907.52,59069.11,2,159868.81,0,682,9.87,863512,624296,72.3,2121.66,4.3,30,2021,,,
B02381,Female,28,High school diploma or equivalent,Canadian-born,Single,0,Education,Employed,67123.28,8,5,23,Salaried,280000,104016.45,175983.55,65846.92,3,118568.44,0,571,24.91,873713,774811,88.68,947.46,5.66,20,2021,,,
B02382,Female,31,College or CEGEP certificate or diploma,Canadian-born,Married,2,Healthcare,Employed,35781.69,4,9,13,Salaried,160000,49538.03,110461.97,77406.71,1,67972.35,0,602,7.66,1114052,729169,65.45,2313.33,5.65,25,2014,,,
B02383,Female,30,Bachelor's degree,Canadian-born,Single,0,Education,Employed,61969.5,7,4,19,Salaried,199000,52221.72,146778.28,79175.07,0,0,0,676,32.57,1026266,912443,88.91,1907.44,7.05,30,2015,,,
B02384,Male,27,College or CEGEP certificate or diploma,Canadian-born,Divorced,0,Tech,Employed,45096.64,4,3,9,Hourly,205000,113656.62,91343.38,66164.31,2,127894.36,0,710,42.98,826034,582084,70.47,2094.15,5.38,25,2015,,,
B02385,Male,32,College or CEGEP certificate or diploma,Canadian-born,Married,1,Manual Labor,Student,13290.82,1,18,31,Salaried,115000,41780.42,73219.58,15753.77,2,50457.22,0,556,35.98,905820,782673,86.4,1159.69,5,15,2015,,,
B02386,Female,31,Bachelor's degree,Long-term immigrant,Married,1,Tech,Employed,86377.53,9,4,8,Salaried,299000,177371.21,121628.79,47690.63,3,191700.63,0,639,21.75,987408,766724,77.65,1949.59,3.08,25,2021,,,
B02387,Male,33,Master's degree,Recent immigrant,Married,0,Retail,Employed,56401.06,6,1,20,Salaried,199000,126780.41,72219.59,88054.41,2,135375.34,0,626,10.24,1049830,636620,60.64,1982.9,7.65,30,2020,,,
B02388,Female,27,High school diploma or equivalent,Canadian-born,Divorced,0,Logistics,Retired,131891.24,10,4,19,Hourly,299000,207279.02,91720.98,145010.28,1,217396.27,0,676,16.82,1015962,959515,94.44,1219.01,6.01,15,2023,,,
B02389,Female,25,High school diploma or equivalent,Canadian-born,Married,0,Retail,Self-employed,56879.29,7,3,9,Hourly,229000,110957.99,118042.01,97059.8,3,120320.63,0,741,34.69,1135075,985880,86.86,1538.21,4.9,30,2023,,,
B02390,Female,26,College or CEGEP certificate or diploma,Canadian-born,Married,2,Logistics,Employed,135645.5,10,2,17,Salaried,308000,92936.95,215063.05,83759.3,1,103529.07,0,686,29.84,606346,483076,79.67,1960.15,4.82,25,2023,,,
B02391,Male,25,College or CEGEP certificate or diploma,Canadian-born,Married,0,Construction,Employed,60434.66,7,2,13,Contract,243000,74800.04,168199.96,47775.56,2,91518.67,1,666,9.68,777159,603914,77.71,1406.44,4.52,25,2018,,,
B02392,Male,29,College or CEGEP certificate or diploma,Canadian-born,Married,2,Logistics,Self-employed,117644.96,10,12,27,Salaried,314000,129218.99,184781.01,48384.06,0,0,0,638,21.08,746890,577959,77.38,1854.91,6.18,30,2023,,,
B02393,Male,34,College or CEGEP certificate or diploma,Canadian-born,Married,0,Finance,Self-employed,153877.07,10,1,17,Salaried,296000,178171.5,117828.5,47372.03,2,187370.53,0,684,3.53,1050050,845926,80.56,1919.54,5.77,25,2018,,,
B02394,Male,26,University certificate or diploma below a bachelor's degree,Long-term immigrant,Single,0,Manual Labor,Employed,71377.65,7,7,14,Contract,261000,194013.95,66986.05,64391.38,2,198740.24,0,792,23.46,707318,494577,69.92,528.72,3.05,15,2020,,,
B02395,Female,27,First professional degree,Recent immigrant,Married,1,Healthcare,Unemployed,128917.34,10,11,22,Salaried,286000,218184.27,67815.73,113740.78,2,225736.89,0,708,28.1,804414,688920,85.64,1451.08,4.25,30,2017,,,
B02396,Male,32,High school diploma or equivalent,Canadian-born,Single,0,Healthcare,Employed,53707.89,6,2,6,Hourly,238000,82847.56,155152.44,92250.1,4,87530.84,0,669,28.26,874649,743292,84.98,1781.44,4.85,25,2021,,,
B02397,Male,34,Trades or apprenticeship certificate,Recent immigrant,Single,0,Manual Labor,Employed,56536.66,6,1,4,Salaried,245000,70960.01,174039.99,68009.2,1,77026.9,0,598,36.41,1201474,722458,60.13,1951.42,5.07,30,2008,,,
B02398,Male,29,Bachelor's degree,Canadian-born,Married,1,Manual Labor,Employed,70536.03,7,2,20,Salaried,245000,175013.54,69986.46,61311.49,1,189570.57,0,759,34.83,930339,823321,88.5,1061.38,4.66,20,2023,,,
B02399,Female,28,High school diploma or equivalent,Canadian-born,Widowed,1,Logistics,Employed,100925.76,9,3,14,Contract,263000,161368.55,101631.45,67611.27,2,173510.09,0,715,18.41,1026855,947684,92.29,1609.11,8,25,2017,,,
B02400,Female,29,Bachelor's degree,Canadian-born,Widowed,2,Manual Labor,Employed,55447.59,7,14,17,Salaried,202000,90959.76,111040.24,84989.49,1,109894.62,0,698,37.11,707412,645279,91.22,1867.95,4.77,30,2016,,,
B02401,Male,34,College or CEGEP certificate or diploma,Canadian-born,Married,0,Logistics,Employed,39313.63,3,3,9,Salaried,155000,41508.01,113491.99,24171.26,3,49805.08,0,725,34.54,1172200,829639,70.78,2125.37,4.95,25,2021,,,
B02402,Male,30,College or CEGEP certificate or diploma,Recent immigrant,Married,3,Manual Labor,Employed,16188.61,1,1,7,Salaried,98000,41753.89,56246.11,15111.42,1,51948.95,0,765,23.53,712120,485041,68.11,1729.24,3.72,25,2018,,,
B02403,Male,31,College or CEGEP certificate or diploma,Canadian-born,Single,3,Healthcare,Unemployed,135339.78,10,1,19,Salaried,289000,59573.14,229426.86,41012.27,4,69982.7,0,639,10.63,781922,712129,91.07,1795.22,7.13,20,2023,,,
B02404,Male,33,College or CEGEP certificate or diploma,Canadian-born,Married,2,Manual Labor,Employed,78438.77,9,2,4,Salaried,324000,236154.15,87845.85,150926.47,1,245839.8,0,709,27.51,810906,574497,70.85,2134.57,3.44,30,2012,,,
B02405,Female,25,University certificate or diploma above a bachelor's degree,Canadian-born,Single,1,Construction,Self-employed,42022.28,4,1,19,Salaried,176000,115722.53,60277.47,22107.07,4,118934.7,0,736,64.4,1005222,606013,60.29,1830.23,7.14,20,2021,,,
B02406,Female,28,Master's degree,Recent immigrant,Single,3,Finance,Self-employed,136030.68,10,1,19,Salaried,271000,139806,131194,101115.35,2,147750.32,0,659,40.37,973965,819688,84.16,1637.25,6.42,30,2019,,,
B02407,Male,33,College or CEGEP certificate or diploma,Recent immigrant,Married,0,Other,Employed,86082.17,9,1,13,Salaried,268000,140373.66,127626.34,78304.46,1,154525.98,0,712,11.81,879714,646144,73.45,1336.62,2.25,25,2018,,,
B02408,Male,29,University certificate or diploma below a bachelor's degree,Canadian-born,Single,0,Retail,Employed,87673.33,9,1,14,Salaried,299000,84320.5,214679.5,44883.24,1,96434.93,0,642,47.71,843035,755313,89.59,1316.18,4.85,30,2020,,,
B02409,Female,32,High school diploma or equivalent,Canadian-born,Single,0,Tech,Employed,71964.4,7,2,19,Salaried,245000,182687.97,62312.03,67580.34,3,194121.98,0,677,31.22,869839,639231,73.49,1971.2,4.79,25,2020,,,
B02410,Male,25,Bachelor's degree,Long-term immigrant,Married,3,Construction,Unemployed,91988.29,9,26,32,Salaried,294000,101725.76,192274.24,63300.61,1,119012.42,0,692,46.98,1047260,974837,93.08,1962.42,3.09,20,2020,,,
B02411,Female,28,University certificate or diploma below a bachelor's degree,Canadian-born,Single,1,Retail,Employed,81981.52,8,3,15,Hourly,297000,78752.15,218247.85,83636.4,2,96584.52,1,652,33.96,1005261,879875,87.53,1277.27,6.07,20,2019,,,
B02412,Male,33,High school diploma or equivalent,Recent immigrant,Single,3,Manual Labor,Employed,76451.55,9,5,18,Salaried,279000,191628.12,87371.88,127902.05,2,205757.83,0,629,44.95,872172,634123,72.71,1932.55,4.98,30,2024,,,
B02413,Male,25,Trades or apprenticeship certificate,Long-term immigrant,Single,0,Manual Labor,Employed,55067.09,6,1,17,Hourly,250000,149586.25,100413.75,44534.83,2,170945.69,0,668,16.21,1099849,914769,83.17,1824.55,3.56,25,2021,,,
B02414,Male,25,Trades or apprenticeship certificate,Canadian-born,Single,3,Healthcare,Employed,71082.42,8,9,23,Contract,274000,79321.41,194678.59,59520.44,3,93224.79,2,741,15.73,729107,689517,94.57,1911.13,5.99,20,2024,,,
B02415,Female,28,High school diploma or equivalent,Canadian-born,Single,3,Retail,Employed,29906.46,2,2,10,Hourly,128000,25964.01,102035.99,54910.22,4,33371.13,0,701,42.51,934085,833549,89.24,1272.91,4.26,25,2024,,,
B02416,Female,27,Bachelor's degree,Canadian-born,Married,3,Construction,Employed,43716.22,4,19,20,Contract,209000,139362.16,69637.84,72121.16,1,146953.67,0,748,12.61,907091,840037,92.61,1594.05,3.35,25,2016,,,
B02417,Male,31,Master's degree,Long-term immigrant,Single,1,Manual Labor,Unemployed,148237.45,10,9,11,Salaried,304000,221301.41,82698.59,51575.46,3,233680.68,0,580,14.57,915810,792039,86.49,1407.8,4.73,25,2015,,,
B02418,Male,27,Bachelor's degree,Canadian-born,Married,3,Manual Labor,Employed,103526.39,9,14,21,Salaried,307000,181990.64,125009.36,144754.17,2,189154.5,0,686,42.75,1145326,744273,64.98,1773.79,4.04,25,2017,,,
B02419,Male,25,College or CEGEP certificate or diploma,Recent immigrant,Single,4,Retail,Employed,140841.67,10,5,22,Salaried,296000,209921.39,86078.61,87384.41,2,224935.46,0,654,26.82,1099597,923709,84,1824.08,4.79,15,2018,,,
B02420,Male,34,College or CEGEP certificate or diploma,Recent immigrant,Married,1,Finance,Self-employed,74546.55,8,5,15,Hourly,223000,133887.58,89112.42,106660.06,2,131954.52,0,634,30.77,632208,521064,82.42,1397.35,3.46,15,2013,,,
B02421,Male,26,College or CEGEP certificate or diploma,Canadian-born,Married,1,Manual Labor,Retired,63323.97,7,9,18,Hourly,196000,154709.86,41290.14,21029.1,0,0,0,612,9.17,1133118,932519,82.3,2081.18,4.65,25,2023,,,
B02422,Male,34,Bachelor's degree,Canadian-born,Married,2,Retail,Student,113672.45,10,6,16,Salaried,311000,244440.42,66559.58,83025.3,2,257605.66,1,707,27.82,627034,433608,69.15,1454.64,5.25,30,2022,,,
B02423,Female,28,College or CEGEP certificate or diploma,Canadian-born,Married,1,Tech,Employed,24762.21,2,5,7,Salaried,129000,91621.76,37378.24,35178.74,3,101491.52,0,623,33.41,1041688,732237,70.29,1473.44,5.53,25,2023,,,
B02424,Male,25,Trades or apprenticeship certificate,Long-term immigrant,Divorced,2,Education,Employed,74735.1,9,2,13,Hourly,244000,144162.03,99837.97,55036.97,3,147090.14,1,681,30.86,946437,595313,62.9,861.91,5,25,2022,,,
B02425,Male,25,Bachelor's degree,Long-term immigrant,Single,0,Retail,Employed,70771.31,8,2,10,Salaried,270000,66730.62,203269.38,55312.82,2,77736.39,0,694,31.96,869463,709891,81.65,727.4,6.84,25,2017,,,
B02426,Female,32,College or CEGEP certificate or diploma,Recent immigrant,Married,1,Finance,Employed,27187.47,2,7,18,Salaried,156000,105991.64,50008.36,28685.65,1,120500.86,1,695,25.41,940623,704134,74.86,1137.92,3.61,30,2014,,,
B02427,Male,31,"No certificate, diploma or degree",Canadian-born,Divorced,0,Tech,Employed,66966.2,6,3,16,Salaried,222000,140314.78,81685.22,75488.53,3,141941.92,0,664,8.36,1031502,680272,65.95,1806.32,5.46,25,2016,,,
B02428,Female,32,"No certificate, diploma or degree",Canadian-born,Single,0,Finance,Student,75549.04,8,1,13,Hourly,257000,181779.26,75220.74,122453.6,0,0,0,739,40.44,667704,464139,69.51,2016.22,6,25,2014,,,
B02429,Male,28,Trades or apprenticeship certificate,Canadian-born,Single,0,Healthcare,Self-employed,28732.22,2,3,10,Salaried,155000,119802.2,35197.8,61285.25,2,126109.45,1,779,55.61,1032007,930232,90.14,1136.23,4.12,25,2024,,,
B02430,Female,30,College or CEGEP certificate or diploma,Canadian-born,Single,3,Manual Labor,Employed,52810.24,6,5,7,Salaried,217000,172867.33,44132.67,45383.33,2,181628.21,0,723,5.04,969207,596922,61.59,2159.28,4.59,15,2012,,,
B02431,Female,27,College or CEGEP certificate or diploma,Canadian-born,Married,0,Healthcare,Employed,15773.2,1,1,19,Contract,113000,29508.14,83491.86,36968.41,1,33136.33,0,627,6.8,751038,511861,68.15,1269.39,4.17,30,2024,,,
B02432,Female,32,"No certificate, diploma or degree",Long-term immigrant,Single,3,Finance,Employed,38811.12,5,6,11,Salaried,177000,36290.27,140709.73,66612.14,1,46588.33,0,709,13.82,1015976,709425,69.83,2271.9,3.8,25,2022,,,
B02433,Female,28,Trades or apprenticeship certificate,Canadian-born,Single,2,Manufacturing,Employed,146519.68,10,2,17,Hourly,273000,173549.21,99450.79,82105.31,3,202209.74,0,668,43.07,767460,711281,92.68,1359.51,6.45,20,2014,,,
B02434,Male,27,High school diploma or equivalent,Long-term immigrant,Married,1,Tech,Unemployed,62321.35,7,2,15,Hourly,241000,175996.76,65003.24,81182.26,3,184441.24,0,737,65.21,867385,796600,91.84,1164.36,6.71,25,2024,,,
B02435,Female,28,Master's degree,Canadian-born,Married,0,Retail,Employed,120945.11,10,4,4,Salaried,284000,153956.95,130043.05,94917.08,1,164220.27,0,665,30.65,791420,701061,88.58,1128.94,4.09,30,2018,,,
B02436,Male,30,College or CEGEP certificate or diploma,Canadian-born,Single,0,Logistics,Employed,135349.14,10,2,21,Contract,334000,78810.02,255189.98,126745.82,4,84632.14,0,797,56.04,943798,851534,90.22,2112.04,4.59,25,2017,,,
B02437,Male,31,"No certificate, diploma or degree",Canadian-born,Single,1,Retail,Employed,53119.26,5,3,10,Salaried,202000,137281.31,64718.69,55368.94,1,141420.7,1,681,12.39,1033230,643561,62.29,1616.07,5.08,30,2020,,,
B02438,Male,31,Bachelor's degree,Canadian-born,Married,0,Education,Student,148335.24,10,4,9,Salaried,278000,86681.87,191318.13,108435.24,0,0,0,742,51.38,775861,666845,85.95,1654.45,5.6,20,2015,,,
B02439,Female,28,Trades or apprenticeship certificate,Long-term immigrant,Divorced,1,Tech,Employed,67361.35,6,12,16,Hourly,225000,110119.65,114880.35,101761.1,1,117350.86,0,658,55.61,732588,523578,71.47,937.88,4.92,25,2016,,,
B02440,Male,32,University certificate or diploma below a bachelor's degree,Canadian-born,Married,4,Retail,Student,56401.45,6,2,8,Salaried,218000,92134.91,125865.09,46524.46,2,103387.39,0,599,15,909676,847968,93.22,1704.92,3.28,20,2019,,,
B02441,Female,31,High school diploma or equivalent,Canadian-born,Married,0,Education,Employed,50585.14,6,3,3,Salaried,229000,113665.14,115334.86,50842.78,2,119821.75,0,639,18.58,919201,872479,94.92,1480.84,3.86,25,2017,,,
B02442,Female,26,Master's degree,Long-term immigrant,Single,2,Manufacturing,Employed,67258.74,7,7,19,Salaried,249000,72994.29,176005.71,62275.6,1,83560.81,0,704,31.35,819112,624167,76.2,1849.56,4.77,25,2023,,,
B02443,Female,32,Master's degree,Recent immigrant,Single,4,Construction,Employed,31067.3,2,2,17,Salaried,125000,75465.52,49534.48,22602.05,1,73970.8,0,759,8.13,706959,536848,75.94,2387.22,6.78,25,2020,,,
B02444,Female,33,Bachelor's degree,Canadian-born,Married,3,Tech,Employed,144468.3,10,1,19,Contract,305000,135778.01,169221.99,148323.51,1,135281.35,0,661,32.94,980842,701407,71.51,2106.42,3.39,30,2012,,,
B02445,Male,29,Bachelor's degree,Canadian-born,Married,3,Other,Unemployed,36378.51,3,1,12,Salaried,200000,86077.44,113922.56,59248.07,1,101423.58,0,610,43.6,819011,679777,83,2190.53,4.16,25,2015,,,
B02446,Male,28,College or CEGEP certificate or diploma,Canadian-born,Married,3,Education,Retired,69768.22,7,1,14,Hourly,225000,68929.12,156070.88,50137.84,7,77093.91,1,713,15.94,844295,632912,74.96,1187.53,4.37,25,2021,,,
B02447,Male,28,Master's degree,Canadian-born,Married,1,Manufacturing,Employed,27317.39,2,2,16,Salaried,132000,75530.02,56469.98,44816.14,2,81658.61,0,581,26.99,1193402,773261,64.79,1556.62,5.65,30,2020,,,
B02448,Male,28,College or CEGEP certificate or diploma,Canadian-born,Widowed,3,Tech,Employed,89774.74,9,3,14,Salaried,254000,151371.12,102628.88,104032.81,4,158207.79,0,759,30.8,798222,565036,70.79,1427.23,5.06,15,2019,,,
B02449,Male,30,Trades or apprenticeship certificate,Long-term immigrant,Single,3,Retail,Employed,66760.39,7,5,21,Salaried,265000,65796,199204,61142.61,1,76435.98,0,646,15.48,1080217,730225,67.6,1237,3.33,25,2022,,,
B02450,Male,28,High school diploma or equivalent,Canadian-born,Single,1,Healthcare,Employed,11770.19,1,2,10,Salaried,119000,82588.31,36411.69,20293.33,2,90207.63,0,727,59.05,1083715,745179,68.76,2276.87,5.04,30,2017,,,
B02451,Male,31,Trades or apprenticeship certificate,Canadian-born,Single,1,Tech,Employed,60667.78,7,2,5,Salaried,209000,153015.01,55984.99,100500.52,1,157154.41,1,666,3.13,895230,763253,85.26,1696.89,3.34,30,2018,,,
B02452,Female,31,University certificate or diploma below a bachelor's degree,Canadian-born,Single,1,Tech,Self-employed,49898.04,6,6,23,Salaried,196000,155532.82,40467.18,97601.45,3,167993.24,1,644,18.04,940917,755191,80.26,1355.27,5.39,25,2017,,,
B02453,Female,29,Trades or apprenticeship certificate,Long-term immigrant,Single,1,Manual Labor,Employed,118551.76,10,11,22,Salaried,282000,114833.39,167166.61,59522.49,0,0,0,664,22.44,947327,865109,91.32,2156.61,5.87,20,2020,,,
B02454,Male,29,Bachelor's degree,Canadian-born,Divorced,0,Tech,Retired,64277.44,8,1,11,Contract,285000,160802.86,124197.14,83441.5,2,161933.53,1,723,12.62,944467,710327,75.21,906.56,3.36,20,2022,,,
B02455,Female,34,College or CEGEP certificate or diploma,Canadian-born,Single,2,Education,Self-employed,139117.39,10,3,4,Contract,303000,82629.8,220370.2,33638.11,4,92023.69,0,736,36.09,836405,569161,68.05,1404.86,4.48,20,2016,,,
B02456,Male,32,First professional degree,Canadian-born,Single,2,Finance,Employed,44988.86,4,2,21,Salaried,176000,79540.93,96459.07,74868.47,3,84971.58,0,700,8.74,1122192,805263,71.76,1752.62,5.48,20,2011,,,
B02457,Male,31,University certificate or diploma below a bachelor's degree,Canadian-born,Single,1,Other,Retired,31817.12,3,4,17,Hourly,145000,103707.02,41292.98,16713.04,4,110431.78,0,708,17.97,795171,585905,73.68,720.21,2.6,20,2021,,,
